"Path","Category","FieldID","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"Assessment centre > Touchscreen > Sociodemographics > Employment",100064,796,"Distance between home and job workplace",268236,298274,"Complete","Integer","miles","Data","Primary","Unisex",4,1,100300,"ACE touchscreen question \"About how many miles is it between your home and your work? \" The following checks were performed:  If answer   If answer > 9999 then rejected  If answer > 70 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only. If you are unsure, please provide an estimate or select Do not know. If you only work from home please enter 0      Field 796 was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to Field 6142 and except those who indicated they always work from home, as defined by their answers to Field 6142","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=796"
"Assessment centre > Touchscreen > Sociodemographics > Employment",100064,806,"Job involves mainly walking or standing",288783,324343,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100301,"ACE touchscreen question \"Does your work involve walking or standing for most of the time?\" If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question your MAIN job only.      Field 806 was collected from the participants who indicated they were in paid employment or self-employed as defined by their answers to Field 6142","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=806"
"Assessment centre > Touchscreen > Sociodemographics > Employment",100064,816,"Job involves heavy manual or physical work",288783,324343,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100301,"ACE touchscreen question \"Does your work involve heavy manual or physical work?\" If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only. Physical work includes work that involves handling of heavy objects and use of heavy tools.      Field 816 was collected from participants who indicated they were in paid employment or self-employed as defined by their answers to Field 6142","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=816"
"Assessment centre > Touchscreen > Sociodemographics > Employment",100064,826,"Job involves shift work",288783,324343,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100301,"ACE touchscreen question \"Does your work involve shift work?\" If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only. Shift work is a work schedule that falls outside of the normal daytime working hours of 9am-5pm.  This may involve working afternoons, evenings or nights or rotating through these kinds of shifts.      Field 826 was collected from participants who indicated they were in paid employment or self-employed as defined by their answers to Field 6142","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=826"
"Assessment centre > Touchscreen > Sociodemographics > Education",100063,845,"Age completed full time education",337326,354268,"Complete","Integer","years","Data","Primary","Unisex",3,1,100306,"ACE touchscreen question \"At what age did you complete your continuous full time education?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer > 40 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please give the age that you completed 'continuous' full time education. For example, if you stopped your studies when you were 17 years old with the intention that you had completed your studies but then returned to full time studies when you were 24, enter 17. However if you only temporarily stopped your studies at 17 with the intention that you would return to studies (for instance a gap year) and then completed your full time education at 21, enter 21.      Field 845 was collected from all participants except those who indicated they have a College or University degree, as defined by their answers to Field 6138","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=845"
"Assessment centre > Touchscreen > Lifestyle and environment > Physical activity",100054,864,"Number of days/week walked 10+ minutes",501509,604093,"Complete","Integer","days/week","Data","Primary","Unisex",4,1,100307,"ACE touchscreen question \"In a typical WEEK, on how many days did you walk for at least 10 minutes at a time? (Include walking that you do at work, travelling to and from work, and for sport or leisure)\" The following checks were performed:  If answer   If answer > 7 then rejected   If the participant activated the Help button they were shown the message:     Count the number of days in a week that you walk for at least 10 minutes continuously at a time.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=864"
"Assessment centre > Touchscreen > Lifestyle and environment > Physical activity",100054,874,"Duration of walks",480786,578392,"Complete","Integer","minutes/day","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"How many minutes did you usually spend walking on a typical DAY?\" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Count the number of minutes that you usually spend walking in one day. If the time you usually spend walking on each day of the week varies a lot, give an average of the time you spend walking. For instance if on one day of the week you usually walk for 4 hours but on the other day you walk 2 hours then give the average - that is 3 hours.      Field 874 was collected from participants who indicated that they walked for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to Field 864","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=874"
"Assessment centre > Touchscreen > Lifestyle and environment > Physical activity",100054,884,"Number of days/week of moderate physical activity 10+ minutes",501505,604089,"Complete","Integer","days/week","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"In a typical WEEK, on how many days did you do 10 minutes or more of moderate physical activities like carrying light loads, cycling at normal pace?  (Do not include walking)\" The following checks were performed:  If answer   If answer > 7 then rejected   If the participant activated the Help button they were shown the message:     Count the number of days in a week that you do moderate physical activities for at least 10 minutes continuously at a time. Remember to include activities that you do for work, leisure, travel and around the house.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=884"
"Assessment centre > Touchscreen > Lifestyle and environment > Physical activity",100054,894,"Duration of moderate activity",420931,502913,"Complete","Integer","minutes/day","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"How many minutes did you usually spend doing moderate activities on a typical DAY?\" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you usually spend doing moderate physical activity on each day of the week varies a lot, give an average of the time you spend doing moderate physical activity.      Field 894 was collected from participants who indicated that they did moderate physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to question Field 884","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=894"
"Assessment centre > Touchscreen > Lifestyle and environment > Physical activity",100054,904,"Number of days/week of vigorous physical activity 10+ minutes",501505,604089,"Complete","Integer","days/week","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"In a typical WEEK, how many days did you do 10 minutes or more of vigorous physical activity? (These are activities that make you sweat or breathe hard such as fast cycling, aerobics, heavy lifting)\" The following checks were performed:  If answer   If answer > 7 then rejected   If the participant activated the Help button they were shown the message:     Count the number of days in a week that you do vigorous physical activities for at least 10 minutes continuously at a time. Remember to include activities that you do for work, leisure, travel and around the house.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=904"
"Assessment centre > Touchscreen > Lifestyle and environment > Physical activity",100054,914,"Duration of vigorous activity",308560,362734,"Complete","Integer","minutes/day","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"How many minutes did you usually spend doing vigorous activities on a typical DAY?\" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you usually spend doing vigorous physical activity on each day of the week varies a lot, give an average of the time you spend doing vigorous physical activity.      This information was collected from participants who indicated that they did vigorous physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to Field 904","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=914"
